id,orig_path,label,sc_class,source
vuln_143_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/c4b84a9b11ef1d2d93c3304d5cdc0f6d6329e0748ae1c72bd5e1acacf2ca840d.sol",vuln,SC09,bccc
vuln_144_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/00c85d0db37681d03bf94e28e0ae564509867e88de9ae41e4aede452f447d04d.sol",vuln,SC09,bccc
vuln_145_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/c4c6bbc1e34b5f1023d8ed0b636e23ef70f00c9299eb9d4f17212ff87d689d94.sol",vuln,SC09,bccc
vuln_146_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/cd6de3ee5b843c68bce1809e3aef143094d809b0b86ddafdac5fd9b8fb8c9fba.sol",vuln,SC09,bccc
vuln_147_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/28a6ea27b0683b919e8d50c098d7c6548f255fb775fcf4a7fca4922e64e18e42.sol",vuln,SC09,bccc
vuln_148_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/c4cd4e5dde480848eafe93b5dc308e0a807c306106c7f6ea417eb27da33ff5ad.sol",vuln,SC09,bccc
vuln_149_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/00cda2fa4ea4d3bfdf069ca20908024b498efe8ff3e0809c1627bfb29a06e08c.sol",vuln,SC09,bccc
vuln_150_SC09,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/IntegerUO/c4d334a2a6ce6c6d9552558b9c4295727b4d4e86cca9e08340537aad073d00aa.sol",vuln,SC09,bccc
safe_151_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7fdff7ef4f6b21f6babd9deb91dc4909e7b5e8162adb593fc429749b6b0bb342.sol",safe,SAFE,bccc
safe_152_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18a7c9f4c09de19d1e8893aec8eb26394412de2a531cccc81a72d0562d415d22.sol",safe,SAFE,bccc
safe_153_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7acfe2add48f17415c903c9d936ad248bdd9f18877f6b1241691309e3bdf24e1.sol",safe,SAFE,bccc
safe_154_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7fe81ae4c2b738d4cdb0e0dd387d129bbc738bbe223530f5b351f31b393871e8.sol",safe,SAFE,bccc
safe_155_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18ae0f02a63adcb0181839aef03a03e887cd3c163c8bd2ed6df8fa4e5c876e0e.sol",safe,SAFE,bccc
safe_156_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ad5d36164f9d60241c5493aacc35afcd274d0a749bdc0cd71f325ecfba892b1.sol",safe,SAFE,bccc
safe_157_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/0089db221870739b32bf3dcf7abf7fc3916e83676dd045ecb5cf705fcfff7aa3.sol",safe,SAFE,bccc
safe_158_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ad72696c38a79c6d596e67fb95313b0e5c1e9196d263a97c96ef1b7ac2e78c4.sol",safe,SAFE,bccc
safe_159_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ff5f910c1fa7f4d3b52a8eada7656b2a81227307fe7d82f88d6f9c2c9ee76a6.sol",safe,SAFE,bccc
safe_160_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18bd2c99e64dc165cc7855d09a71b6937237332372b3e965dbf84c638ae823d6.sol",safe,SAFE,bccc
safe_161_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7add62f4b4817c830af9818cae0d4d9c55f249b541b87b1e83bc90a006b28a19.sol",safe,SAFE,bccc
safe_162_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ffa6285a1a07f0abc3eab040dbe6ce355bc0d6e88dc598b3c4d3f3161bd0e88.sol",safe,SAFE,bccc
safe_163_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18c80bfb4b24e91038f6f5d0a749758e4e23c947b38959a687f854210b92b6f0.sol",safe,SAFE,bccc
safe_164_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/0092ec909b6a7e7abdd5888ff9e8365179b8ffc328e5c75c8ccec6799f83a497.sol",safe,SAFE,bccc
safe_165_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18cb6475cd5f367aee8e880d7ca20ef587afff290717d8a8e84cc2987f641150.sol",safe,SAFE,bccc
safe_166_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ae9b15d5eaeb6fd057cfea625933f6dffd1271324b9b3cd0670e6170402c610.sol",safe,SAFE,bccc
safe_167_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8009ca2b731521589b4038fad12bb271011ddd370f7a97c60e2f65682da6429c.sol",safe,SAFE,bccc
safe_168_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18d2b9f157fbeba408cdd3f955bfbe71229f7f392fa8c7bf3f67198dad257db7.sol",safe,SAFE,bccc
safe_169_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7aebe5cd9ae63822b8ca3d0b18ef596bfa290e56ece652b01cc638baab083ec8.sol",safe,SAFE,bccc
safe_170_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/800f5dab866493c718e2ed88f741af1e3d7c6ebee75856049b0cd4fc80991015.sol",safe,SAFE,bccc
safe_171_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/0051a7e414539122840976c27eed4325099d0cea9cc7c1387ea119b2b84fafe4.sol",safe,SAFE,bccc
safe_172_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80165ed082f4e412633efed1402ed4f2fc87fe0605dfe9afd250dc966ce6bbec.sol",safe,SAFE,bccc
safe_173_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18d8346c5fe9a6fda4a9143c874cd6d516f272c31e46f3949a9c3f20cb85663e.sol",safe,SAFE,bccc
safe_174_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7af434743b08224427bd5b9dc1618216b5155de6347d357e3f2340b5596bd50d.sol",safe,SAFE,bccc
safe_175_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/801d17b626609b9737c93d61313edf46ef59edd0a4d55b40c883aeb6fe165113.sol",safe,SAFE,bccc
safe_176_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18de540ce98dd43178ae0a67e1c656fe527085835ee4daa0668b366330c9e423.sol",safe,SAFE,bccc
safe_177_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7afae28c4afb0fbd59a183137f7dbae5a9b2b67645c3e8564f691f8b181194bd.sol",safe,SAFE,bccc
safe_178_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/00c665924a1eff2cf100932729708ea0d9ccb16edfc5b648a7b61ec9678a083a.sol",safe,SAFE,bccc
safe_179_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7afe2f241627db2329ab19351e3a2e7b3875c58c3e1694e1160deaa2483a6ae9.sol",safe,SAFE,bccc
safe_180_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/802b92197d34bb0d0d808adbda741a4b6fc2dfd9772f883661fde7a66c77438e.sol",safe,SAFE,bccc
safe_181_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/18f3877a81c9bf7fb1ab77531b81a72d377cbd62095a21268eaf9d99ab820202.sol",safe,SAFE,bccc
safe_182_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b028bb2c97e7fd557dcafbd308ba01a3048ebefb89324149ed302b94c1e2e69.sol",safe,SAFE,bccc
safe_183_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/802f32caee8bbb7e80a2a71e951f6ac346cd684e4476e18facecd8940fd13846.sol",safe,SAFE,bccc
safe_184_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19006f33ac70260cee7ba3583e78cac02fa1d99288539ef096d02f252bf4c79c.sol",safe,SAFE,bccc
safe_185_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/00d221e36aa8cd729c903a983a0cd423a5607f36393a653305d4f0b118d34795.sol",safe,SAFE,bccc
safe_186_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1906a88304d1c9736a483d3205dc0e289cd1c8665881953b7fa38c8a5e0e554b.sol",safe,SAFE,bccc
safe_187_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b0cb21fcf7d579c43a45eaa6d6ab4ceedaaca0685dc4805ed3ab92444424587.sol",safe,SAFE,bccc
safe_188_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8049d0e97b481cda527a2f35e44e074a541dd4cd28bbe0afcfea942c1de85072.sol",safe,SAFE,bccc
safe_189_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/190cbdc299d5b5ffe09a0a14b905128174b596115e68610382171ae8d2eb6c3e.sol",safe,SAFE,bccc
safe_190_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b1731b9a40d20f852004fd1d37d79bd1ea8170f78ce2533566b797bccc15ffb.sol",safe,SAFE,bccc
safe_191_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/805107cf1e14867fbee98e4fedfdf25733d736eac3019476668d9dec074b3557.sol",safe,SAFE,bccc
safe_192_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/0083d0cf9736a421c05b39b751914cf9b81ca26ffbfecb47150f275be42b8ea7.sol",safe,SAFE,bccc
safe_193_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80546d053cdf847eeb78bda50ee0c9fc6213efdf88fb9995a79014b720eba16d.sol",safe,SAFE,bccc
safe_194_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1917c22c426ab6e27e348182989fa111ec4900cf2eb76a53b015229478383f44.sol",safe,SAFE,bccc
safe_195_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b23a3b816845b9d09a27981ffd68d2cc2f88160cf90f5d4d5e1434acb6018b3.sol",safe,SAFE,bccc
safe_196_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80579f35d652008211f62187baabf1b188b949ca21b865a3bd37a7ae52e2fa90.sol",safe,SAFE,bccc
safe_197_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/191b3688f2a95884b742a0939ac9871859f9efe591cd9299f6c3c9a8fa02ba35.sol",safe,SAFE,bccc
safe_198_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b2a0f186a17e9bc3002b30364552163fc9df558eb2f892e16ef0ae951c138f4.sol",safe,SAFE,bccc
safe_199_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/00f3c3cf69b03abb3636cbfcea35811c4a8a9ee585a900eae2c0564bb580973e.sol",safe,SAFE,bccc
safe_200_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b30a4a032909df83232bd30d55c30346275d7fe3e9af0fb4215db711e51ba6c.sol",safe,SAFE,bccc
safe_201_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/806f130e534827a5726077f57e47ec0521a1ad703d6b151fbed9121d36107173.sol",safe,SAFE,bccc
safe_202_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/192c4d5a2df77357eaf1071a8fd1e07655fb12074563a6cb4ebd3518ce0323f2.sol",safe,SAFE,bccc
safe_203_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b40328b55f6153ac216f6441b0a82e1d42d34701c7f57e7bb72a167080da2f4.sol",safe,SAFE,bccc
safe_204_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8076a8ffd4475236f48c180eca7ee639edcd2af241e185ab7a84b9f6c3ba03a4.sol",safe,SAFE,bccc
safe_205_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19375cd55e09815b69f8861c2a45f4ee824740c67b549f140c959512108125f3.sol",safe,SAFE,bccc
safe_206_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/00fadf79bb7e7a8e0788daa486c2245ea958eadedc7cb113633266416ee4e64f.sol",safe,SAFE,bccc
safe_207_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/193f344e76b60ec5b8cb745ba348b36f27dd2941a275d064ce14aacb738a2381.sol",safe,SAFE,bccc
safe_208_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b42fbde18e63f18861f77c89ee17e00ede867b2a1cbcbc31054298625b113e7.sol",safe,SAFE,bccc
safe_209_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/808839325f69c75dd5ade93d92043aabc221b7eaf7e84aab0a2a4f1d6398b4d5.sol",safe,SAFE,bccc
safe_210_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/194c545f219764cce9f7636ea833a8900df620bc659ddb34ae6be1fc970519f3.sol",safe,SAFE,bccc
safe_211_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b485955a875d7d2c42cdae95a39785ba1a9caffa842c126b3577b3d78e21d0e.sol",safe,SAFE,bccc
safe_212_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80937bfebf616030c162336a595590d184988bca348e30603416296b88a73da0.sol",safe,SAFE,bccc
safe_213_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/00bbbc05372d17dd230d81d5a544e4d480f618ccc94d393e05fb1685c2393e6b.sol",safe,SAFE,bccc
safe_214_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/809611e75f593a7148d4e904c0aedcf032d8605f0b02e91662fceb03f4e4ffb1.sol",safe,SAFE,bccc
safe_215_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/195548005c07b03e306a5f03026e2747a8c1b09e824e7b98b9b1582c2f1ecbcd.sol",safe,SAFE,bccc
safe_216_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b504b82d5120ec55485ec13dba8b5014ccaa88a8a9476ecf0962c864fb92ef8.sol",safe,SAFE,bccc
safe_217_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80985b70e235ee3e7d7286108b81e6383b0bb1f3392b01f74878a382e9bf0e2b.sol",safe,SAFE,bccc
safe_218_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1959c75bc90a13c8fa008d3f61726d212b1670a281590d035811380991c01c82.sol",safe,SAFE,bccc
safe_219_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b5545b7ec686d7f7070b4ee043d2552d7d4c9fb2321e200c33f2117f26fda93.sol",safe,SAFE,bccc
safe_220_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/012a8fb69a121f02329e33c38cfc7b7c9190e6c8a9b41f715398fda0bf4fc8a3.sol",safe,SAFE,bccc
safe_221_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b5e7cd4d654a8035d62d02103ada17f7d08249ce0e88b4d913f0528f6b07545.sol",safe,SAFE,bccc
safe_222_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80a0ae49dfabb013d3f938b480085c2863d3d74d33093dadfc0987863760e422.sol",safe,SAFE,bccc
safe_223_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19676489843525532ff854eb692b1ee9e80a968a53cf40b38a1cf8652507dbd4.sol",safe,SAFE,bccc
safe_224_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b64763903d7a0285780375c310417664a523397ecb9b462eafbcbac172220ba.sol",safe,SAFE,bccc
safe_225_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80a6ee5a1de52208abd354e46484abafb2f06dd1449f151088c39789dac6ee8a.sol",safe,SAFE,bccc
safe_226_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/196f55c9bd092b000356c46ff22edabdbcb2b56968b9697a7a0e80085d70bd75.sol",safe,SAFE,bccc
safe_227_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/013118248e2e816875abb21533efbbbed7ae9db19e5a1ddefeb34dd3767251ea.sol",safe,SAFE,bccc
safe_228_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19716a45b1de332787adaafc2a734de79a5180c3d56370ecd4b8e0a8316c6988.sol",safe,SAFE,bccc
safe_229_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b67a8685ea250b2b86b34cf60cb908c944d8653f32abb14a06d48f9ce6a46b4.sol",safe,SAFE,bccc
safe_230_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80af90bea3855cfd308224c54da4c2ebf6d2adbe30456cabdff25cc7eddf0c0a.sol",safe,SAFE,bccc
safe_231_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1979535a82f8b45dddc67cc416b1aedeb98e4c41b76b6473ffe039e2df9876f9.sol",safe,SAFE,bccc
safe_232_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b6d45a4719f3591f7add1fddc710bc2c1b06e55b6bb5943a5690ab8bf898638.sol",safe,SAFE,bccc
safe_233_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80c752d20e7a70e250b2aab7e60e9035ebc37c7c52b3d5bced3227db9e48525a.sol",safe,SAFE,bccc
safe_234_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/00e01d3a3856888409151f9a7c0aca33fa1c08cea36d32c86f8dde4aa8d5c72c.sol",safe,SAFE,bccc
safe_235_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80cb5b3225d24f46a64675581fe47b4077e41ebd2ff6607bad7082fe32efdd2b.sol",safe,SAFE,bccc
safe_236_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1981d8976f7c30eb45b1d85e296a4e16c48ae079826c10e6336a01bbfcb5ee4e.sol",safe,SAFE,bccc
safe_237_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b7e67b2634e02717ab9214232b2f54651f9591860cd2315b389bed18ea2db40.sol",safe,SAFE,bccc
safe_238_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80d2d8093f97b0cc9ca4bc519d29cac38e103eb757f4d83478a8da239405f8ea.sol",safe,SAFE,bccc
safe_239_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1985c7e8dbf8b95fa8252c676b986642a5f19bde3b29c0ca5a43a7db308a05f0.sol",safe,SAFE,bccc
safe_240_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b86e7f52c6fc44a458fab675c9bf998e6e2d9fde20f1ded302b2f5d029f74bc.sol",safe,SAFE,bccc
safe_241_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/015225c845b2a09af7d68cb73c5f48d4d8e89c5382cb4ad999182fbf490d208d.sol",safe,SAFE,bccc
safe_242_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b9255c9cea2618f07ba542899f907afc418449e9107d0e3fb8d20acbbe552d0.sol",safe,SAFE,bccc
safe_243_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80d91ff476fcf56e5a1115276b111c2963c461aad9e306ce068e3e3ddcd97425.sol",safe,SAFE,bccc
safe_244_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/198a001a6696c79024e40cc182c7ba3cd6dade5dedde65baf4c1599d2cc9b19a.sol",safe,SAFE,bccc
safe_245_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7b955aa68334542341bf83492dc2f61ef188e58b6fe76ea83e5f84960cb98a3b.sol",safe,SAFE,bccc
safe_246_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80e6ebe04ee4e6477d0dc1509f591c56d9a86c3994ea0fd8438f3a21fae552c8.sol",safe,SAFE,bccc
safe_247_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/199435bc61961db27450b9dfbf52ca5793f3ebd913bfce0982a6e0845b33e9ee.sol",safe,SAFE,bccc
safe_248_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/01622283b5615ea7c89cb88e85f6d456a7645b25cfbf0ad953e17f6b395bba5e.sol",safe,SAFE,bccc
